WAERS,BUKRS,KTOSL,BELNR,BSCHL,HKONT,DMBTR,WRBTR,label
C4,C47,C9,C95,A2,B1,313223.04,0.0,regular
C1,C13,C4,C42,A1,B3,1395334.04,0.0,regular
C6,C69,C1,C16,A2,B1,540696.42,0.0,regular
C3,C32,C1,C19,A3,B1,1021705.29,0.0,regular
C1,C15,C9,C95,A1,B1,2336101.83,11011.0,regular
C5,C59,C6,C66,A3,B2,191386.68,14888.0,regular
C1,C18,C1,C18,A1,B1,1598037.38,0.0,regular
C6,C69,C1,C13,A2,B1,4621725.13,0.0,regular
C1,C18,C5,C54,A1,B1,296068.06,11025.0,regular
C3,C35,C2,C28,A3,B3,357917.78,0.0,regular
C1,C11,C1,C16,A1,B1,1402122.98,63119.67,regular
C6,C67,C1,C10,A2,B1,999894.26,11414.0,regular
C7,C76,C1,C19,A3,B1,781953.11,781953.11,regular
C7,C74,C1,C12,A3,B1,928474.19,10528.0,regular
C1,C10,C1,C13,A1,B1,280921.08,0.0,regular
C1,C19,C7,C74,A1,B2,612.84,0.0,regular
C9,C92,C6,C64,A2,B2,260752.58,0.0,regular
C1,C15,C1,C13,A1,B1,14823.14,0.0,regular
C1,C11,C1,C12,A1,B1,1248665.1,62226.0,regular
C5,C58,C2,C28,A3,B3,9172761.89,0.0,regular
C9,C92,C8,C82,A2,B3,52243.11,510107.0,regular
C1,C16,C6,C67,A1,B2,491754.65,23076.0,regular
C1,C11,C1,C12,A1,B1,350205.22,808032.0,regular
C8,C87,C2,C29,A1,B3,121947.97,51952.0,regular
C3,C33,C1,C19,A3,B1,3414475.19,6069.0,regular
C6,C63,C1,C12,A2,B1,371771.81,15361.0,regular
C4,C49,C9,C90,A2,B1,1655863.99,669.0,regular
C4,C47,C1,C18,A2,B1,1498936.46,107631.0,regular
C1,C16,C1,C11,A1,B1,816976.75,65766.0,regular
C9,C96,C1,C17,A2,B1,1553337.63,1542.0,regular
C1,C11,C7,C73,A1,B2,74269.48,0.0,regular
C1,C11,C2,C22,A1,B3,886231.68,285158.0,regular
C1,C15,C1,C12,A1,B1,189166.81,0.0,regular
C8,C82,C9,C98,A1,B1,252383.61,0.0,regular
C2,C23,C4,C43,A1,B3,529864.32,0.0,regular
C2,C27,C5,C57,A1,B1,1526096.76,0.0,regular
C1,C15,C2,C20,A1,B3,13440.94,40518.0,regular
C4,C48,C1,C15,A2,B1,1680128.44,0.0,regular
C1,C19,C8,C86,A1,B3,905112.26,23316.0,regular
C1,C14,C2,C21,A1,B3,293936.15,0.0,regular
C2,C20,C1,C11,A1,B1,80481.52,0.0,regular
C8,C85,C5,C55,A1,B1,529770.07,25064.0,regular
C1,C12,C1,C10,A1,B1,3059291.84,458693.0,regular
C2,C20,C6,C62,A1,B2,3137568.31,0.0,regular
C6,C60,C6,C67,A2,B2,725834.96,0.0,regular
C8,C85,C1,C18,A1,B1,164362.89,0.0,regular
C1,C19,C1,C10,A1,B1,1467318.78,0.0,regular
C1,C16,C4,C49,A1,B3,104732.09,0.0,regular
C2,C20,C1,C15,A1,B1,647583.49,4067.0,regular
C7,C78,C1,C18,A3,B1,3021906.81,204414.0,regular
C4,C40,C1,C19,A2,B1,635287.96,0.0,regular
C1,C15,C2,C20,A1,B3,922983.92,0.0,regular
C1,C16,C9,C95,A1,B1,3028551.66,0.0,regular
C1,C14,C1,C14,A1,B1,616414.88,0.0,regular
C1,C16,C5,C57,A1,B1,227497.15,0.0,regular
C1,C12,C1,C16,A1,B1,705397.66,0.0,regular
C6,C63,C9,C97,A2,B1,230141.8,0.0,regular
C1,C15,C1,C14,A1,B1,17652.08,7407.0,regular
C1,C11,C2,C21,A1,B3,5495361.42,4083.0,regular
C1,C15,C2,C22,A1,B3,233186.59,12704.37,regular
C9,C97,C4,C43,A2,B3,102905.78,39716.0,regular
C2,C20,C1,C18,A1,B1,2589750.07,138355.0,regular
C1,C16,C2,C28,A1,B3,137084.16,30040.0,regular
C5,C59,C2,C20,A3,B3,245957.01,0.0,regular
C1,C10,C1,C13,A1,B1,180666.15,8991.0,regular
C1,C19,C1,C10,A1,B1,584398.06,51242.0,regular
C4,C47,C2,C21,A2,B3,938537.83,0.0,regular
C1,C13,C2,C20,A1,B3,191350.79,135235.0,regular
C1,C10,C6,C66,A1,B2,3022694.66,472.0,regular
C3,C38,C3,C39,A3,B2,427844.97,27633.0,regular
C1,C16,C6,C61,A1,B2,664078.66,0.0,regular
C9,C96,C1,C10,A2,B1,159570.16,0.0,regular
C1,C17,C1,C19,A1,B1,684924.13,0.0,regular
C5,C58,C1,C13,A3,B1,1122835.1,0.0,regular
C2,C21,C9,C98,A1,B1,906639.42,51243.0,regular
C1,C16,C8,C88,A1,B3,1315654.22,0.0,regular
C7,C79,C7,C77,A3,B2,399715.87,0.0,regular
C7,C73,C5,C53,A3,B1,6078199.74,49888.0,regular
C1,C19,C1,C11,A1,B1,408568.76,10960.0,regular
C1,C15,C8,C84,A1,B3,841333.14,0.0,regular
C1,C11,C4,C43,A1,B3,441989.76,10943.0,regular
C1,C11,C1,C17,A1,B1,174087.78,0.0,regular
C1,C19,C1,C13,A1,B1,496052.05,568.0,regular
C1,C18,C1,C19,A1,B1,10000000.0,10585396.14,regular
C1,C13,C8,C83,A1,B3,52742.98,0.0,regular
C1,C12,C1,C16,A1,B1,1059905.26,0.0,regular
C9,C95,C1,C18,A2,B1,421396.09,73073.75,regular
C2,C29,C1,C18,A1,B1,472165.21,41331.0,regular
C2,C28,C1,C14,A1,B1,33251.11,0.0,regular
C2,C20,C1,C16,A1,B1,831393.13,0.0,regular
C1,C13,C1,C13,A1,B1,1940506.59,1062.0,regular
C7,C74,C1,C16,A3,B1,2980914.44,0.0,regular
C4,C43,C4,C46,A2,B3,634762.09,0.0,regular
C8,C85,C1,C11,A1,B1,889046.43,0.0,regular
C7,C74,C1,C18,A3,B1,102567.45,51459.0,regular
C1,C19,C8,C81,A1,B3,1066929.03,0.0,regular
C7,C72,C1,C18,A3,B1,762953.74,40710.0,regular
C1,C16,C5,C59,A1,B1,218415.01,0.0,regular
C1,C11,C1,C10,A1,B1,242884.16,0.0,regular
C3,C37,C1,C13,A3,B1,1398756.27,320264.15,regular
C1,C12,C2,C25,A1,B3,434084.37,0.0,regular
C1,C19,C1,C16,A1,B1,310962.74,11524.0,regular
C1,C10,C1,C18,A1,B1,34982.34,155.0,regular
C9,C90,C7,C74,A2,B2,1174188.54,0.0,regular
C2,C20,C1,C17,A1,B1,444013.34,55933.0,regular
C1,C12,C6,C69,A1,B2,270944.73,0.0,regular
C1,C12,C1,C15,A1,B1,97697.46,23125.0,regular
C7,C78,C1,C12,A3,B1,1148952.28,0.0,regular
C2,C21,C4,C42,A1,B3,31380.34,0.0,regular
C1,C18,C1,C12,A1,B1,4657626.4,480450.0,regular
C9,C91,C2,C20,A2,B3,253498.36,253498.36,regular
C1,C12,C8,C81,A1,B3,520216.83,21192.0,regular
C1,C18,C1,C15,A1,B1,932819.12,0.0,regular
C1,C19,C6,C60,A1,B2,4887888.04,0.0,regular
C1,C15,C5,C59,A1,B1,37710.0,0.0,regular
C2,C20,C1,C11,A1,B1,782053.31,0.0,regular
C9,C93,C8,C88,A2,B3,258457.41,0.0,regular
C2,C20,C4,C47,A1,B3,1627953.99,0.0,regular
C9,C92,C1,C11,A2,B1,513415.07,0.0,regular
C4,C41,C1,C19,A2,B1,97654.82,0.0,regular
C1,C10,C1,C16,A1,B1,110918.1,29758.0,regular
C1,C13,C2,C24,A1,B3,947292.65,271422.36,regular
C4,C47,C1,C19,A2,B1,159979.66,0.0,regular
C7,C78,C1,C13,A3,B1,497294.32,19956.0,regular
C1,C13,C7,C77,A1,B2,124874.0,9970.0,regular
C2,C26,C6,C60,A1,B2,65608.99,30656.0,regular
C6,C60,C1,C14,A2,B1,5039827.29,5039827.29,regular
C1,C17,C5,C52,A1,B1,2468174.2,1175.7,regular
C7,C75,C1,C19,A3,B1,583261.98,252279.0,regular
C1,C19,C4,C44,A1,B3,520844.18,0.0,regular
C6,C68,C9,C95,A2,B1,745898.77,0.0,regular
C2,C25,C1,C11,A1,B1,264428.47,215574.76,regular
C8,C89,C1,C12,A1,B1,322442.46,0.0,regular
C9,C97,C9,C97,A2,B1,1792534.52,100668.0,regular
C1,C10,C1,C12,A1,B1,1485720.62,11857.0,regular
C5,C50,C4,C49,A3,B3,1022425.98,0.0,regular
C5,C56,C1,C12,A3,B1,485771.93,0.0,regular
C1,C16,C1,C18,A1,B1,332347.23,0.0,regular
C2,C21,C1,C19,A1,B1,569771.76,101004.97,regular
C2,C20,C9,C96,A1,B1,1015979.21,0.0,regular
C1,C17,C1,C15,A1,B1,9221960.22,0.0,regular
C1,C17,C1,C18,A1,B1,1115911.07,33187.0,regular
C6,C67,C1,C18,A2,B1,2079115.2,0.0,regular
C1,C17,C1,C17,A1,B1,13484.87,43710.0,regular
C1,C16,C1,C11,A1,B1,2117542.59,70496.54,regular
C1,C15,C1,C12,A1,B1,9022668.68,0.0,regular
C8,C89,C1,C17,A1,B1,769850.41,49024.94,regular
C9,C96,C8,C87,A2,B3,191532.99,0.0,regular
C5,C54,C1,C17,A3,B1,203756.74,50773.0,regular
C1,C19,C8,C89,A1,B3,89639.85,0.0,regular
C1,C18,C2,C25,A1,B3,96448.94,0.0,regular
C3,C31,C1,C11,A3,B1,417620.69,0.0,regular
C1,C15,C5,C51,A1,B1,568918.32,568918.32,regular
C1,C18,C1,C11,A1,B1,2464693.63,40163.0,regular
C2,C29,C6,C66,A1,B2,644658.59,0.0,regular
C4,C49,C1,C10,A2,B1,5790.69,0.0,regular
C1,C15,C1,C17,A1,B1,717062.78,48949.0,regular
C9,C98,C5,C57,A2,B1,316290.8,0.0,regular
C7,C74,C1,C12,A3,B1,375386.37,0.0,regular
C9,C90,C1,C19,A2,B1,9388.28,0.0,regular
C1,C10,C1,C11,A1,B1,107514.71,24.0,regular
C1,C19,C6,C62,A1,B2,1219178.16,0.0,regular
C6,C64,C1,C18,A2,B1,89402.46,394718.93,regular
C4,C42,C4,C41,A2,B3,1697216.49,0.0,regular
C5,C57,C1,C19,A3,B1,635764.92,0.0,regular
C4,C42,C3,C39,A2,B2,967681.1,711.0,regular
C1,C13,C2,C21,A1,B3,654070.78,0.0,regular
C9,C99,C1,C13,A2,B1,349961.72,21306.82,regular
C4,C46,C1,C19,A2,B1,46746.79,0.0,regular
C5,C58,C1,C15,A3,B1,158163.36,0.0,regular
C1,C14,C1,C13,A1,B1,102545.27,0.0,regular
C2,C20,C1,C11,A1,B1,1532548.55,5122.0,regular
C1,C12,C4,C49,A1,B3,2094443.77,1075.0,regular
C2,C20,C1,C17,A1,B1,51816.27,60511.0,regular
C8,C80,C1,C16,A1,B1,527441.28,0.0,regular
C8,C86,C1,C17,A1,B1,1695784.63,2948.0,regular
C3,C33,C7,C72,A3,B2,675843.3,32834.0,regular
C1,C11,C1,C13,A1,B1,227167.87,31803.0,regular
C2,C20,C1,C18,A1,B1,535372.14,31325.0,regular
C7,C75,C1,C18,A3,B1,257119.87,26142.0,regular
C9,C90,C6,C68,A2,B2,644773.44,82365.0,regular
C1,C18,C1,C18,A1,B1,260401.78,31685.0,regular
C1,C19,C8,C88,A1,B3,1125590.48,15962.0,regular
C1,C12,C1,C11,A1,B1,8449805.81,0.0,regular
C1,C18,C7,C70,A1,B2,703050.6,0.0,regular
C9,C91,C2,C20,A2,B3,481282.29,16441.0,regular
C6,C65,C1,C15,A2,B1,363933.26,40176.0,regular
C1,C11,C3,C33,A1,B2,963517.04,0.0,regular
C1,C13,C1,C19,A1,B1,4694.67,0.0,regular
C9,C94,C6,C61,A2,B2,1697839.67,0.0,regular
C8,C81,C1,C14,A1,B1,238473.75,0.0,regular
C5,C56,C1,C15,A3,B1,477305.83,0.0,regular
C5,C50,C9,C98,A3,B1,2901822.01,19162.0,regular
C7,C78,C2,C20,A3,B3,402567.94,42179.0,regular
C5,C54,C4,C42,A3,B3,282258.82,0.0,regular
C1,C12,C1,C19,A1,B1,185241.31,0.0,regular
C8,C87,C1,C11,A1,B1,424953.5,0.0,regular
C4,C47,C7,C72,A2,B2,122701.35,50758.0,regular
C1,C16,C3,C36,A1,B2,406208.21,0.0,regular
C3,C36,C1,C17,A3,B1,810713.89,0.0,regular
C1,C10,C1,C15,A1,B1,280408.03,0.0,regular
C1,C13,C2,C20,A1,B3,305457.42,71.0,regular
C6,C64,C1,C12,A2,B1,468649.51,0.0,regular
C1,C17,C1,C18,A1,B1,234844.68,503.0,regular
C1,C12,C1,C14,A1,B1,1700086.93,15902.0,regular
C1,C14,C1,C17,A1,B1,71964.4,356.0,regular
C1,C18,C6,C61,A1,B2,808259.35,0.0,regular
C1,C12,C1,C13,A1,B1,2782726.59,0.0,regular
C5,C55,C4,C46,A3,B3,3018364.63,0.0,regular
C8,C87,C2,C24,A1,B3,286750.34,7495.0,regular
C1,C14,C1,C19,A1,B1,74121.2,0.0,regular
C1,C17,C7,C70,A1,B2,1879720.15,88195.0,regular
C1,C10,C4,C45,A1,B3,360427.64,0.0,regular
C1,C15,C2,C21,A1,B3,138280.72,0.0,regular
C1,C10,C9,C93,A1,B1,1033800.77,1890671.69,regular
C2,C20,C1,C17,A1,B1,1159878.97,51514.0,regular
C1,C10,C1,C14,A1,B1,812520.16,0.0,regular
C1,C19,C8,C83,A1,B3,668652.17,55263.0,regular
C7,C79,C2,C20,A3,B3,771277.46,0.0,regular
C1,C13,C2,C28,A1,B3,3641014.25,0.0,regular
C1,C15,C9,C99,A1,B1,255013.16,0.0,regular
C1,C17,C1,C18,A1,B1,1557877.54,122.0,regular
C1,C17,C8,C80,A1,B3,51893.9,0.0,regular
C2,C24,C4,C46,A1,B3,2316109.81,30610.0,regular
C1,C11,C7,C70,A1,B2,959542.55,1608.0,regular
C4,C43,C1,C18,A2,B1,1098610.38,1082.0,regular
C1,C12,C1,C10,A1,B1,639806.2,0.0,regular
C2,C20,C5,C53,A1,B1,267266.75,16448.29,regular
C1,C17,C1,C17,A1,B1,147805.83,5501.0,regular
C1,C13,C1,C17,A1,B1,354425.72,52603.0,regular
C4,C46,C1,C18,A2,B1,550875.3,216269.0,regular
C2,C27,C2,C23,A1,B3,49001.75,10291.0,regular
C6,C61,C7,C74,A2,B2,472085.63,0.0,regular
C3,C32,C1,C15,A3,B1,2577885.62,20564.0,regular
C3,C34,C8,C89,A3,B3,183009.7,0.0,regular
C1,C11,C5,C55,A1,B1,232658.95,162131.04,regular
C2,C27,C4,C45,A1,B3,1787624.97,0.0,regular
C1,C16,C1,C12,A1,B1,808033.27,0.0,regular
C1,C15,C1,C18,A1,B1,449568.93,0.0,regular
C1,C15,C4,C40,A1,B3,1287774.61,0.0,regular
C6,C60,C1,C18,A2,B1,2334337.7,105539.0,regular
C1,C13,C3,C37,A1,B2,410316.45,0.0,regular
C4,C47,C2,C20,A2,B3,740899.74,0.0,regular
C1,C18,C9,C99,A1,B1,590472.67,5546.0,regular
C1,C13,C9,C92,A1,B1,130652.07,0.0,regular
C4,C44,C7,C73,A2,B2,1478838.21,0.0,regular
C1,C14,C6,C65,A1,B2,4364632.72,0.0,regular
C1,C10,C7,C73,A1,B2,904012.54,30453.0,regular
C2,C20,C1,C19,A1,B1,188910.6,2827.0,regular
C5,C51,C1,C19,A3,B1,906593.23,868.0,regular
C5,C50,C8,C82,A3,B3,226030.12,0.0,regular
C7,C74,C1,C12,A3,B1,1534068.54,245093.92,regular
C7,C70,C2,C21,A3,B3,988578.6,0.0,regular
C2,C21,C8,C87,A1,B3,740925.31,1748.0,regular
C2,C20,C1,C16,A1,B1,483631.03,430407.64,regular
C7,C78,C2,C25,A3,B3,42372.87,0.0,regular
C1,C14,C5,C56,A1,B1,265538.61,40074.0,regular
C1,C14,C2,C21,A1,B3,403234.74,137130.34,regular
C1,C17,C1,C19,A1,B1,951244.96,0.0,regular
C1,C19,C7,C76,A1,B2,346553.66,0.0,regular
C6,C64,C9,C90,A2,B1,2426076.89,2426076.89,regular
C1,C16,C1,C19,A1,B1,721005.64,102505.0,regular
C2,C20,C7,C74,A1,B2,38056471.01,0.0,regular
C1,C14,C1,C10,A1,B1,138854.49,0.0,regular
C2,C26,C6,C69,A1,B2,2751779.62,131573.0,regular
C7,C76,C1,C11,A3,B1,1647168.35,172560.53,regular
C1,C19,C5,C57,A1,B1,888835.7,0.0,regular
C9,C93,C1,C14,A2,B1,203785.29,26004.0,regular
C4,C45,C2,C20,A2,B3,42568.05,13774.0,regular
C1,C15,C1,C19,A1,B1,110520.37,0.0,regular
C5,C55,C4,C48,A3,B3,218423.11,284384.28,regular
C1,C15,C7,C77,A1,B2,435120.9,11177.0,regular
C1,C11,C1,C10,A1,B1,460269.58,0.0,regular
C1,C18,C1,C16,A1,B1,359661.74,579385.27,regular
C1,C10,C1,C16,A1,B1,827027.92,0.0,regular
C5,C56,C1,C10,A3,B1,1524691.06,0.0,regular
C1,C17,C5,C56,A1,B1,2455119.41,0.0,regular
C6,C61,C2,C20,A2,B3,256376.46,0.0,regular
C6,C60,C3,C31,A2,B2,272434.17,0.0,regular
C6,C64,C5,C58,A2,B1,9348315.71,0.0,regular
C1,C16,C8,C82,A1,B3,334946.11,0.0,regular
C1,C15,C2,C21,A1,B3,178139.21,0.0,regular
C1,C12,C1,C19,A1,B1,4132414.41,0.0,regular
C3,C31,C4,C46,A3,B3,396641.3,46240.0,regular
C1,C12,C2,C22,A1,B3,1444134.45,6026.0,regular
C1,C13,C5,C58,A1,B1,1288853.64,0.0,regular
C1,C14,C9,C95,A1,B1,405165.05,456311.65,regular
C1,C12,C1,C19,A1,B1,1475648.74,16669.0,regular
C1,C11,C1,C16,A1,B1,904073.98,0.0,regular
C3,C35,C1,C19,A3,B1,239923.45,827409.0,regular
C1,C10,C1,C15,A1,B1,532984.99,94739.0,regular
C1,C14,C6,C66,A1,B2,19064.73,0.0,regular
C1,C15,C3,C39,A1,B2,436330.85,10720.0,regular
C5,C59,C2,C20,A3,B3,73331.48,0.0,regular
C4,C47,C5,C53,A2,B1,539346.92,21506.0,regular
C1,C13,C1,C12,A1,B1,12244.63,15750.0,regular
C1,C10,C3,C38,A1,B2,205859.23,0.0,regular
C6,C64,C1,C14,A2,B1,2230513.28,901.0,regular
C2,C21,C1,C17,A1,B1,1329034.48,75530.0,regular
C1,C19,C2,C20,A1,B3,466300.8,0.0,regular
C1,C15,C8,C85,A1,B3,44506.43,40162.0,regular
C1,C13,C1,C10,A1,B1,1073750.08,14683.0,regular
C2,C26,C7,C73,A1,B2,257682.15,0.0,regular
C8,C85,C1,C17,A1,B1,272907.45,0.0,regular
C6,C60,C8,C81,A2,B3,465938.67,0.0,regular
C2,C23,C1,C18,A1,B1,918718.04,0.0,regular
C6,C66,C1,C17,A2,B1,342309.91,342309.91,regular
C1,C10,C1,C11,A1,B1,467328.78,32342.0,regular
C1,C13,C2,C20,A1,B3,212373.19,30210.0,regular
C1,C15,C3,C33,A1,B2,53115.42,0.0,regular
C8,C82,C1,C10,A1,B1,177835.19,10972.0,regular
C1,C13,C1,C18,A1,B1,369482.35,0.0,regular
C5,C57,C2,C20,A3,B3,193759.92,0.0,regular
C3,C30,C5,C55,A3,B1,38613.58,0.0,regular
C5,C50,C3,C34,A3,B2,556588.9,40639.0,regular
C8,C86,C7,C72,A1,B2,2310843.66,18638.0,regular
C6,C66,C1,C14,A2,B1,2568457.88,0.0,regular
C1,C14,C1,C13,A1,B1,947406.32,0.0,regular
C2,C22,C1,C17,A1,B1,289604.64,0.0,regular
C1,C10,C1,C18,A1,B1,751274.94,21528.0,regular
C1,C12,C2,C20,A1,B3,71616.9,20791.0,regular
C3,C39,C8,C89,A3,B3,4430289.95,20506.0,regular
C3,C31,C9,C96,A3,B1,37907.73,11101.0,regular
C4,C44,C8,C83,A2,B3,232968.91,162644.0,regular
C2,C20,C1,C12,A1,B1,156941.07,104881.0,regular
C1,C17,C1,C14,A1,B1,136130.64,0.0,regular
C8,C82,C1,C12,A1,B1,8322.52,0.0,regular
C9,C98,C2,C21,A2,B3,452979.08,63176.46,regular
C3,C37,C1,C17,A3,B1,146278.4,0.0,regular
C6,C68,C8,C88,A2,B3,816179.39,0.0,regular
C5,C56,C2,C27,A3,B3,4315987.91,0.0,regular
C1,C15,C1,C12,A1,B1,1661625.15,1209.0,regular
C1,C15,C6,C63,A1,B2,407818.87,0.0,regular
C1,C17,C2,C21,A1,B3,333997.09,0.0,regular
C1,C14,C2,C20,A1,B3,1168180.45,31472.0,regular
C7,C74,C1,C19,A3,B1,607090.92,0.0,regular
C1,C15,C1,C17,A1,B1,179175.8,0.0,regular
C1,C11,C6,C68,A1,B2,39193.49,0.0,regular
C1,C16,C1,C11,A1,B1,971031.28,15260.0,regular
C5,C50,C8,C82,A3,B3,802822.7,22077.0,regular
C2,C20,C1,C18,A1,B1,1188753.04,288436.0,regular
C6,C62,C1,C14,A2,B1,92053.91,0.0,regular
C1,C11,C1,C17,A1,B1,1297206.04,0.0,regular
C1,C17,C9,C95,A1,B1,63972.5,0.0,regular
C1,C18,C1,C12,A1,B1,3556.24,0.0,regular
C9,C90,C7,C76,A2,B2,979906.1,0.0,regular
C1,C11,C4,C41,A1,B3,8135175.85,0.0,regular
C5,C51,C5,C54,A3,B1,483049.51,0.0,regular
C1,C17,C1,C14,A1,B1,2095452.62,0.0,regular
C1,C18,C1,C18,A1,B1,801863.31,1191584.93,regular
C2,C20,C1,C18,A1,B1,295210.95,0.0,regular
C7,C74,C8,C82,A3,B3,172267.79,0.0,regular
C8,C82,C2,C21,A1,B3,35521.71,0.0,regular
C1,C12,C1,C13,A1,B1,1397537.88,26459.0,regular
C1,C17,C8,C80,A1,B3,32190.9,25122.89,regular
C8,C86,C6,C64,A1,B2,420380.29,0.0,regular
C1,C11,C1,C13,A1,B1,363255.77,802503.63,regular
C1,C14,C2,C20,A1,B3,178287.95,0.0,regular
C1,C17,C1,C17,A1,B1,2686005.65,0.0,regular
C1,C17,C1,C11,A1,B1,51144.05,12158.0,regular
C1,C14,C1,C12,A1,B1,408918.43,31233.0,regular
C1,C13,C4,C40,A1,B3,3210605.83,431407.53,regular
C7,C71,C7,C75,A3,B2,615889.31,0.0,regular
C1,C16,C1,C16,A1,B1,6857.35,24061.96,regular
C1,C13,C1,C13,A1,B1,23415.51,47351.0,regular
C1,C19,C4,C42,A1,B3,385292.77,0.0,regular
C3,C32,C1,C11,A3,B1,206564.2,24534.0,regular
C1,C19,C2,C25,A1,B3,154791.07,0.0,regular
C2,C20,C1,C11,A1,B1,732304.81,0.0,regular
C1,C19,C1,C13,A1,B1,429964.51,0.0,regular
C1,C13,C1,C10,A1,B1,282687.3,0.0,regular
C1,C14,C2,C26,A1,B3,861993.04,15735.0,regular
C1,C18,C1,C17,A1,B1,311452.97,114053.0,regular
C5,C51,C1,C10,A3,B1,1690280.24,141669.0,regular
C1,C19,C1,C18,A1,B1,231038.19,0.0,regular
C7,C73,C1,C10,A3,B1,148425.84,0.0,regular
C1,C12,C1,C17,A1,B1,1455179.19,55144.0,regular
C1,C15,C4,C41,A1,B3,4088764.96,0.0,regular
C1,C11,C2,C20,A1,B3,474819.16,0.0,regular
C1,C15,C1,C15,A1,B1,68629.97,10589.0,regular
C1,C11,C9,C93,A1,B1,1310380.31,80032.0,regular
C1,C12,C5,C58,A1,B1,743196.19,33194.27,regular
